micro_code,micro_name,micro_name_ibge,region_code,region_name,month,year,dengue_cases,population,tmax,pdsi,ID_time,ID_space
41012,Faxinal,FAXINAL,4,South,12,2015,5,47301,28.26988602,4.095288754,12,423
41013,Ivaipor<e3>,IVAIPORÃ,4,South,12,2015,1,137442,28.44301796,3.7509799,12,424
41014,Assa<ed>,ASSAÍ,4,South,12,2015,116,72666,29.0279789,3.678898096,12,425
41015,Corn.Proc<f3>pio,CORNÉLIO PROCÓPIO,4,South,12,2015,19,179373,29.59318542,3.816068888,12,426
41016,Jacarezinho,JACAREZINHO,4,South,12,2015,90,127938,29.4645977,3.800426245,12,427
41017,Ibaiti,IBAITI,4,South,12,2015,0,81195,28.27935219,3.794956684,12,428
41018,Wenceslau Braz,WENCESLAU BRAZ,4,South,12,2015,3,102808,28.32560921,4.058016777,12,429
41019,Tel<ea>maco Borba,TELÊMACO BORBA,4,South,12,2015,3,169619,27.36248779,3.820759058,12,430
41020,Jaguaria<ed>va,JAGUARIAÍVA,4,South,12,2015,3,106270,26.26005936,4.109242916,12,431
41021,Ponta Grossa,PONTA GROSSA,4,South,12,2015,0,464018,26.20642471,4.407639027,12,432
41022,Toledo,TOLEDO,4,South,12,2015,14,404688,30.08116341,4.906511784,12,433
41023,Cascavel PR,CASCAVEL,4,South,12,2015,61,463188,29.25673866,4.110762119,12,434
41024,Foz do Igua<e7>u,FOZ DO IGUAÇU,4,South,12,2015,235,426541,30.21335411,4.381258011,12,435
41025,Capanema,CAPANEMA,4,South,12,2015,4,99132,29.79558372,3.693798065,12,436
41026,Franc.Beltr<e3>o,FRANCISCO BELTRÃO,4,South,12,2015,7,256550,29.12650299,3.104182005,12,437
41027,Pato Branco,PATO BRANCO,4,South,12,2015,3,168455,28.94989204,2.407040834,12,438
41028,Pitanga,PITANGA,4,South,12,2015,0,74548,28.28058815,4.022449493,12,439
41029,Guarapuava,GUARAPUAVA,4,South,12,2015,5,396791,28.05431747,3.44584322,12,440
41030,Palmas,PALMAS,4,South,12,2015,0,95730,28.15562057,2.59744215,12,441
41031,Prudent<f3>polis,PRUDENTÓPOLIS,4,South,12,2015,2,137161,27.5253849,3.750911951,12,442
41032,Irati,IRATI,4,South,12,2015,1,103158,27.82713318,3.799050331,12,443
41033,Uni<e3>o Vit<f3>ria,UNIÃO DA VITÓRIA,4,South,12,2015,0,122798,27.99744225,3.354903698,12,444
41034,S.Mateus do Sul,SÃO MATEUS DO SUL,4,South,12,2015,0,66872,27.61470604,4.242359161,12,445
41035,Cerro Azul,CERRO AZUL,4,South,12,2015,0,29896,26.7381115,4.235569,12,446
41036,Lapa,LAPA,4,South,12,2015,0,52339,27.16987991,4.652027607,12,447
41037,Curitiba,CURITIBA,4,South,12,2015,31,3328666,26.2508831,4.487125397,12,448
41038,Paranagu<e1>,PARANAGUÁ,4,South,12,2015,885,286602,26.5987339,3.880880117,12,449
41039,Rio Negro PR,RIO NEGRO,4,South,12,2015,0,96671,26.74781227,4.526786327,12,450
42001,S.Miguel Oeste,SÃO MIGUEL DO OESTE,4,South,12,2015,4,179344,29.52409744,3.950166464,12,451
42002,Chapec<f3>,CHAPECÓ,4,South,12,2015,10,434575,29.5882206,2.823531628,12,452
42003,Xanxer<ea>,XANXERÊ,4,South,12,2015,1,160219,28.86974716,1.969000816,12,453
42004,Joa<e7>aba,JOAÇABA,4,South,12,2015,2,343980,27.75192451,3.03439045,12,454
42005,Conc<f3>rdia,CONCÓRDIA,4,South,12,2015,2,146436,29.18279076,1.934006691,12,455
42006,Canoinhas,CANOINHAS,4,South,12,2015,2,253491,27.5894413,3.907040596,12,456
42007,S.Bento do Sul,SÃO BENTO DO SUL,4,South,12,2015,0,134530,27.2535305,4.332333565,12,457
42008,Joinville,JOINVILLE,4,South,12,2015,1,942558,27.88532257,4.208699226,12,458
42009,Curitibanos,CURITIBANOS,4,South,12,2015,0,127447,27.59580421,3.748513699,12,459
42010,Campos de Lages,CAMPOS DE LAGES,4,South,12,2015,2,288088,25.75665665,3.990490437,12,460
42011,Rio do Sul,RIO DO SUL,4,South,12,2015,0,219944,27.67094231,4.229491234,12,461
42012,Blumenau,BLUMENAU,4,South,12,2015,3,756836,28.05955696,3.680499315,12,462
42013,Itaja<ed>,ITAJAÍ,4,South,12,2015,14,667998,28.00189209,3.646867275,12,463
42014,Ituporanga,ITUPORANGA,4,South,12,2015,0,59013,26.85126495,3.997477055,12,464
42015,Tijucas,TIJUCAS,4,South,12,2015,2,105033,27.09822464,3.547068834,12,465
42016,Florian<f3>polis,FLORIANÓPOLIS,4,South,12,2015,23,980878,26.90582657,3.841077089,12,466
42017,Tabuleiro,TABULEIRO,4,South,12,2015,0,25009,25.71095848,4.202341557,12,467
42018,Tubar<e3>o,TUBARÃO,4,South,12,2015,4,400714,26.62626457,4.556566715,12,468
42019,Crici<fa>ma,CRICIÚMA,4,South,12,2015,2,398519,26.20981216,4.651423931,12,469
42020,Ararangu<e1>,ARARANGUÁ,4,South,12,2015,0,194578,25.7580204,4.726056576,12,470
43001,Santa Rosa,SANTA ROSA,4,South,12,2015,2,161826,29.71784019,4.809010983,12,471
43002,Tr<ea>s Passos,TRÊS PASSOS,4,South,12,2015,2,147030,29.78789139,4.387497425,12,472
43003,Fred.Westphalen,FREDERICO WESTPHALEN,4,South,12,2015,1,178001,29.99057007,3.375893831,12,473
43004,Erechim,ERECHIM,4,South,12,2015,0,219107,28.93829727,2.712240934,12,474
43005,Sananduva,SANANDUVA,4,South,12,2015,0,62314,28.04499435,3.543403149,12,475
43006,Cerro Largo,CERRO LARGO,4,South,12,2015,1,67331,29.72846985,4.856630802,12,476
43007,Santo <c2>ngelo,SANTO ÂNGELO,4,South,12,2015,7,200685,29.39286995,4.570890903,12,477
43008,Iju<ed>,IJUÍ,4,South,12,2015,2,192056,28.9203968,3.910771847,12,478
43009,Carazinho,CARAZINHO,4,South,12,2015,4,166225,28.8595829,3.426674604,12,479
43010,Passo Fundo,PASSO FUNDO,4,South,12,2015,7,348452,27.81189537,3.809646368,12,480
43011,Cruz Alta,CRUZ ALTA,4,South,12,2015,0,154101,28.37148476,3.647935629,12,481
43012,N<e3>o-Me-Toque,NÃO-ME-TOQUE,4,South,12,2015,1,44087,28.20401764,3.79071331,12,482
43013,Soledade,SOLEDADE,4,South,12,2015,0,74005,27.61576462,4.016713619,12,483
43014,Guapor<e9>,GUAPORÉ,4,South,12,2015,0,135566,27.24555016,4.15486002,12,484
43015,Vacaria,VACARIA,4,South,12,2015,2,164313,25.56963158,4.472764969,12,485
43016,Caxias do Sul,CAXIAS DO SUL,4,South,12,2015,3,833878,26.98223877,4.400053978,12,486
43017,Santiago,SANTIAGO,4,South,12,2015,1,114658,28.44755363,3.859197617,12,487
43018,Santa Maria,SANTA MARIA,4,South,12,2015,0,380721,28.60820198,2.945061445,12,488
43019,Restinga Seca,RESTINGA SECA,4,South,12,2015,0,64652,28.43548965,3.288625717,12,489
43020,S. Cruz do Sul,SANTA CRUZ DO SUL,4,South,12,2015,0,338870,28.16626549,3.786258221,12,490
43021,Lajeado-Estrela,LAJEADO-ESTRELA,4,South,12,2015,0,325652,28.39533424,3.950131893,12,491
43022,Cachoeira Sul,CACHOEIRA DO SUL,4,South,12,2015,0,157353,28.29084396,3.212416649,12,492
43023,Montenegro,MONTENEGRO,4,South,12,2015,0,217731,28.41072845,4.301713943,12,493
43024,Gramado-Canela,GRAMADO-CANELA,4,South,12,2015,2,318909,26.98724556,4.607559204,12,494
43025,S. Jer<f4>nimo,SÃO JERÔNIMO,4,South,12,2015,2,152570,28.42115211,3.829854488,12,495
43026,Porto Alegre,PORTO ALEGRE,4,South,12,2015,18,3825590,28.40723038,4.278960228,12,496
43027,Os<f3>rio,OSÓRIO,4,South,12,2015,1,370810,27.05775642,4.495809555,12,497
43028,Camaqu<e3>,CAMAQUÃ,4,South,12,2015,0,137392,27.96562576,3.770042181,12,498
43029,Campanha Ocid.,CAMPANHA OCIDENTAL,4,South,12,2015,3,372906,29.46891785,3.943645716,12,499
43030,Campanha Centr.,CAMPANHA CENTRAL,4,South,12,2015,0,189021,28.75807381,2.962119818,12,500
43031,Campanha Merid.,CAMPANHA MERIDIONAL,4,South,12,2015,0,180648,28.3325634,2.13801384,12,501
43032,Serras Sudeste,SERRAS DE SUDESTE,4,South,12,2015,0,120790,27.66882324,2.184305906,12,502
43033,Pelotas,PELOTAS,4,South,12,2015,0,503847,27.40910721,2.45482254,12,503
43034,Jaguar<e3>o,JAGUARÃO,4,South,12,2015,0,54234,27.56011581,1.66518259,12,504
43035,Litoral Lagunar,LITORAL LAGUNAR,4,South,12,2015,1,272641,27.12612915,1.949967027,12,505
50001,Baixo Pantanal,BAIXO PANTANAL,5,Centre-West,12,2015,43,147030,33.86620712,-0.137725368,12,506
50002,Aquidauana,AQUIDAUANA,5,Centre-West,12,2015,72,109979,33.12512207,2.177172899,12,507
50003,Alto Taquari,ALTO TAQUARI,5,Centre-West,12,2015,465,124641,32.6232605,-1.046567559,12,508
50004,Campo Grande,CAMPO GRANDE,5,Centre-West,12,2015,4395,954197,31.55016136,4.438450813,12,509
50005,Cassil<e2>ndia,CASSILÂNDIA,5,Centre-West,12,2015,190,68900,31.68603134,-0.332891613,12,510
50006,Parana<ed>ba,PARANAÍBA,5,Centre-West,12,2015,63,80028,32.622715,0.430058271,12,511
50007,Tr<ea>s Lagoas,TRÊS LAGOAS,5,Centre-West,12,2015,285,170796,32.00634384,2.28918457,12,512
50008,Nova Andradina,NOVA ANDRADINA,5,Centre-West,12,2015,18,96290,30.92754364,5.271420479,12,513
50009,Bodoquena,BODOQUENA,5,Centre-West,12,2015,337,108738,32.47986603,3.976377249,12,514
50010,Dourados,DOURADOS,5,Centre-West,12,2015,880,550484,30.37751579,5.950255394,12,515
50011,Iguatemi,IGUATEMI,5,Centre-West,12,2015,170,240152,30.24524879,5.298770905,12,516
51001,Aripuan<e3>,ARIPUANÃ,5,Centre-West,12,2015,392,155581,31.49930763,-0.783359826,12,517
51002,Alta Floresta,ALTA FLORESTA,5,Centre-West,12,2015,397,102968,31.35808182,-3.591101408,12,518
51003,Col<ed>der,COLÍDER,5,Centre-West,12,2015,341,149561,32.14318466,-4.068576336,12,519
51004,Parecis,PARECIS,5,Centre-West,12,2015,58,101405,32.02697372,-1.182518363,12,520
51005,Arinos,ARINOS,5,Centre-West,12,2015,63,79094,31.75701141,-1.172204852,12,521
51006,A.Teles Pires,ALTO TELES PIRES,5,Centre-West,12,2015,144,231128,32.32569504,-1.772396564,12,522
51007,Sinop,SINOP,5,Centre-West,12,2015,569,191263,32.36758041,-2.740996599,12,523
51008,Paranatinga,PARANATINGA,5,Centre-West,12,2015,15,34726,32.74943161,-2.696022034,12,524
51009,Norte Araguaia,NORTE ARAGUAIA,5,Centre-West,12,2015,50,123004,33.48206329,-3.741352558,12,525
51010,Canarana,CANARANA,5,Centre-West,12,2015,89,108272,33.03818893,-3.012851715,12,526
51011,M<e9>dio Araguaia,MÉDIO ARAGUAIA,5,Centre-West,12,2015,94,67011,33.38169098,-0.863333881,12,527
51012,Alto Guapor<e9>,ALTO GUAPORÉ,5,Centre-West,12,2015,34,71338,32.79636765,-3.616744041,12,528
51013,Tangar<e1> Serra,TANGARÁ DA SERRA,5,Centre-West,12,2015,91,159087,32.93012238,-2.063546896,12,529
51014,Jauru,JAURU,5,Centre-West,12,2015,70,107801,33.5526619,-2.316447496,12,530
51015,Alto Paraguai,ALTO PARAGUAI,5,Centre-West,12,2015,26,32596,33.19042206,-2.451509237,12,531
51016,Ros<e1>rio Oeste,ROSÁRIO OESTE,5,Centre-West,12,2015,25,30448,33.23831177,-2.731468916,12,532
51017,Cuiab<e1>,CUIABÁ,5,Centre-West,12,2015,636,898432,33.34944534,-2.46805501,12,533
51018,Alto Pantanal,ALTO PANTANAL,5,Centre-West,12,2015,18,135181,34.34256363,-1.835491657,12,534
51019,Primavera Leste,PRIMAVERA DO LESTE,5,Centre-West,12,2015,227,95412,32.02469254,-2.914277554,12,535
51020,Tesouro,TESOURO,5,Centre-West,12,2015,53,54493,32.13476181,-2.60285902,12,536
51021,Rondon<f3>polis,RONDONÓPOLIS,5,Centre-West,12,2015,53,298273,32.52434158,-2.845507383,12,537
51022,Alto Araguaia,ALTO ARAGUAIA,5,Centre-West,12,2015,10,38412,31.51006508,-3.230799437,12,538
52001,S.Miguel Arag.,SÃO MIGUEL DO ARAGUAIA,5,Centre-West,12,2015,11,80013,33.23283768,-1.57933569,12,539
52002,Rio Vermelho,RIO VERMELHO,5,Centre-West,12,2015,18,89595,33.08950043,-0.94540602,12,540
52003,Aragar<e7>as,ARAGARÇAS,5,Centre-West,12,2015,44,57851,32.68264771,0.112856939,12,541
52004,Porangatu,PORANGATU,5,Centre-West,12,2015,30,240420,31.92677498,-2.64284873,12,542
52005,Chap.Veadeiros,CHAPADA DOS VEADEIROS,5,Centre-West,12,2015,4,67406,31.24715996,-3.289124727,12,543
52006,Ceres,CERES,5,Centre-West,12,2015,102,246135,31.84833145,-1.635107398,12,544
52007,An<e1>polis,ANÁPOLIS,5,Centre-West,12,2015,510,588405,31.02239227,-1.599440813,12,545
52008,Ipor<e1>,IPORÁ,5,Centre-West,12,2015,7,59444,32.37360001,-0.592405856,12,546
52009,Anicuns,ANICUNS,5,Centre-West,12,2015,40,116043,31.69449997,-1.305077791,12,547
52010,Goi<e2>nia,GOIÂNIA,5,Centre-West,12,2015,4699,2360847,30.81606674,-1.67927742,12,548
52011,V<e3>o do Paran<e3>,VÃO DO PARANÃ,5,Centre-West,12,2015,8,117066,31.09524345,-2.935042143,12,549
52012,Ent.Bras<ed>lia,ENTORNO DE BRASÍLIA,5,Centre-West,12,2015,793,1185247,30.12658119,-2.373348713,12,550
52013,SO de Goi<e1>s,SUDOESTE DE GOIÁS,5,Centre-West,12,2015,561,503397,31.52019501,-0.697463453,12,551
52014,Vale Rio Bois,VALE DO RIO DOS BOIS,5,Centre-West,12,2015,92,122130,31.82903671,-1.165439487,12,552
52015,Meia Ponte,MEIA PONTE,5,Centre-West,12,2015,133,392108,31.51464844,-1.478698611,12,553
52016,Pires do Rio,PIRES DO RIO,5,Centre-West,12,2015,64,98984,30.41857338,-1.877989769,12,554
52017,Catal<e3>o,CATALÃO,5,Centre-West,12,2015,94,164075,30.6881218,-2.030079842,12,555
52018,Quirin<f3>polis,QUIRINÓPOLIS,5,Centre-West,12,2015,124,121515,32.47475433,-0.791204035,12,556
53001,Bras<ed>lia,BRASÍLIA,5,Centre-West,12,2015,362,2914830,29.37796783,-2.2660079,12,557
11001,Porto Velho,PORTO VELHO,1,North,1,2016,188,648872,31.95955658,-1.158213019,13,1
11002,Guajar<e1>-Mirim,GUAJARÁ-MIRIM,1,North,1,2016,40,83432,32.29653168,-2.077825785,13,2
11003,Ariquemes,ARIQUEMES,1,North,1,2016,57,201599,31.68107033,-0.580582738,13,3
11004,Ji-Paran<e1>,JI-PARANÁ,1,North,1,2016,245,317230,31.53797722,-1.275748014,13,4
11005,Alvorada D'Oeste,ALVORADA D'OESTE,1,North,1,2016,165,75248,31.76103592,-2.228233337,13,5
11006,Cacoal,CACOAL,1,North,1,2016,836,249644,31.92458534,-0.989133775,13,6
11007,Vilhena,VILHENA,1,North,1,2016,265,157201,31.71062088,0.119034022,13,7
11008,Colorado Oeste,COLORADO DO OESTE,1,North,1,2016,165,54053,32.21416855,-2.268262386,13,8
12001,Cruzeiro do Sul,CRUZEIRO DO SUL,1,North,1,2016,32,145544,33.27210999,-4.296850681,13,9
12002,Tarauac<e1>,TARAUACÁ,1,North,1,2016,8,79484,32.75353622,-1.804026723,13,10
12003,Sena Madureira,SENA MADUREIRA,1,North,1,2016,7,57237,32.55581665,-1.738529801,13,11
12004,Rio Branco,RIO BRANCO,1,North,1,2016,126,468316,32.75406647,-1.413118601,13,12
12005,Brasil<e9>ia,BRASILÉIA,1,North,1,2016,209,66106,32.42903137,-1.933579206,13,13
13001,Rio Negro AM,RIO NEGRO,1,North,1,2016,10,112645,32.65896225,-3.681445837,13,14
13002,Japur<e1>,JAPURÁ,1,North,1,2016,0,23137,32.38053513,-3.95400238,13,15
13003,Alto Solim<f5>es,ALTO SOLIMÕES,1,North,1,2016,13,248118,32.54856873,-4.902934551,13,16
13004,Juru<e1>,JURUÁ,1,North,1,2016,5,147121,32.44879913,-4.372026443,13,17
13005,Tef<e9>,TEFÉ,1,North,1,2016,1,91235,32.28036118,-3.694400311,13,18
13006,Coari,COARI,1,North,1,2016,7,174835,31.5160675,-3.354835272,13,19
13007,Manaus,MANAUS,1,North,1,2016,393,2369017,30.84298897,-3.198525429,13,20
13008,R.Preto da Eva,RIO PRETO DA EVA,1,North,1,2016,4,64977,30.74846649,-3.366420507,13,21
13009,Itacoatiara,ITACOATIARA,1,North,1,2016,17,174140,30.30801773,-3.282232285,13,22
13010,Parintins,PARINTINS,1,North,1,2016,33,273814,30.47648621,-3.077641726,13,23
13011,Boca do Acre,BOCA DO ACRE,1,North,1,2016,10,53328,32.46883774,-1.354521871,13,24
13012,Purus,PURUS,1,North,1,2016,21,77422,31.96731758,-1.836465001,13,25
13013,Madeira,MADEIRA,1,North,1,2016,19,191878,30.86986923,-3.317472696,13,26
14001,Boa Vista,BOA VISTA,1,North,1,2016,9,365901,32.10489655,-4.221274853,13,27
14002,Nordeste RR,NORDESTE DE RORAIMA,1,North,1,2016,1,48362,31.64782524,-4.512982845,13,28
14003,Caracara<ed>,CARACARAÍ,1,North,1,2016,3,47747,32.33241272,-4.289642811,13,29
14004,Sudeste RR,SUDESTE DE RORAIMA,1,North,1,2016,1,52219,31.56382179,-4.516378403,13,30
15001,<d3>bidos,ÓBIDOS,1,North,1,2016,77,201119,30.47610474,-0.99856168,13,31
15002,Santar<e9>m,SANTARÉM,1,North,1,2016,277,510742,31.03531837,-0.927433431,13,32
15003,Almeirim,ALMEIRIM,1,North,1,2016,1,72528,30.66982651,-2.341784239,13,33
15004,Portel,PORTEL,1,North,1,2016,3,147088,32.10462952,-3.001180649,13,34
15005,Furos de Breves,FUROS DE BREVES,1,North,1,2016,14,223291,31.69386292,-2.716550112,13,35
15006,Arari,ARARI,1,North,1,2016,19,170786,31.48158836,-1.144073009,13,36
15007,Bel<e9>m,BELÉM,1,North,1,2016,318,2280761,31.96979523,2.056120396,13,37
15008,Castanhal,CASTANHAL,1,North,1,2016,31,329626,31.98170471,2.419863939,13,38
15009,Salgado,SALGADO,1,North,1,2016,13,262427,31.74339485,1.606869698,13,39
15010,Bragantina,BRAGANTINA,1,North,1,2016,61,409039,31.85700226,1.450449586,13,40
15011,Camet<e1>,CAMETÁ,1,North,1,2016,20,478943,32.38489532,-0.707952738,13,41
15012,Tom<e9>-A<e7>u,TOMÉ-AÇU,1,North,1,2016,22,325988,32.37611008,1.133265972,13,42
15013,Guam<e1>,GUAMÁ,1,North,1,2016,14,465819,32.04780197,1.122858047,13,43
15014,Itaituba,ITAITUBA,1,North,1,2016,151,247275,30.39229774,-2.998100042,13,44
15015,Altamira,ALTAMIRA,1,North,1,2016,43,297477,31.19853973,-3.413933754,13,45
15016,Tucuru<ed>,TUCURUÍ,1,North,1,2016,63,368588,32.02230453,-2.436676264,13,46
15017,Paragominas,PARAGOMINAS,1,North,1,2016,9,334228,32.18151474,-0.763407946,13,47
15018,S.F<e9>lix Xingu,SÃO FÉLIX DO XINGU,1,North,1,2016,91,205857,31.12882614,-2.24558115,13,48
15019,Parauapebas,PARAUAPEBAS,1,North,1,2016,72,307967,31.29509735,-2.375643492,13,49
15020,Marab<e1>,MARABÁ,1,North,1,2016,23,319770,31.64703751,-3.242197752,13,50
15021,Reden<e7><e3>o,REDENÇÃO,1,North,1,2016,39,190717,31.4479847,-2.314833164,13,51
15022,Conc.Araguaia,CONCEIÇÃO DO ARAGUAIA,1,North,1,2016,160,155323,31.70247269,-1.557575703,13,52
16001,Oiapoque,OIAPOQUE,1,North,1,2016,51,35237,29.28484344,-3.963922739,13,53
16002,Amap<e1>,AMAPÁ,1,North,1,2016,12,29010,30.0806427,-4.069900036,13,54
16003,Macap<e1>,MACAPÁ,1,North,1,2016,68,636748,30.29186249,-3.595299959,13,55
16004,Mazag<e3>o,MAZAGÃO,1,North,1,2016,2,81300,30.42728043,-3.122097969,13,56
17001,Bico Papagaio,BICO DO PAPAGAIO,1,North,1,2016,173,212579,31.82787132,-3.367820024,13,57
17002,Aragua<ed>na,ARAGUAÍNA,1,North,1,2016,140,310729,31.61960602,-3.198513746,13,58
17003,Miracema TO,MIRACEMA DO TOCANTINS,1,North,1,2016,334,149097,32.13389587,-2.400166512,13,59
17004,Rio Formoso,RIO FORMOSO,1,North,1,2016,330,125805,31.91347122,-2.123980284,13,60
17005,Gurupi TO,GURUPI,1,North,1,2016,44,148490,31.62306976,-2.330357075,13,61
17006,Porto Nacional,PORTO NACIONAL,1,North,1,2016,634,383420,32.00621796,-2.606578588,13,62
17007,Jalap<e3>o,JALAPÃO,1,North,1,2016,31,78618,31.50967789,-2.213764191,13,63
17008,Dian<f3>polis,DIANÓPOLIS,1,North,1,2016,81,124164,31.15319443,-1.736099958,13,64
21001,Litoral Ocid.MA,LITORAL OCIDENTAL MARANHENSE,2,Northeast,1,2016,441,187688,31.56655312,-0.494561285,13,65
21002,S<e3>o Lu<ed>s,AGLOMERAÇÃO URBANA DE SÃO LUÍS,2,Northeast,1,2016,344,1409162,31.89401054,-0.900856376,13,66
21003,Ros<e1>rio,ROSÁRIO,2,Northeast,1,2016,4,174476,31.96417618,-1.468992114,13,67
21004,Len<e7><f3>is MA,LENÇÓIS MARANHENSES,2,Northeast,1,2016,1,194298,32.35156631,-1.143712163,13,68
21005,Baixada MA,BAIXADA MARANHENSE,2,Northeast,1,2016,10,595044,32.04370117,-2.018540859,13,69
21006,Itapecuru Mirim,ITAPECURU MIRIM,2,Northeast,1,2016,411,232934,32.1537323,-2.230708599,13,70
21007,Gurupi MA,GURUPI,2,Northeast,1,2016,2,238005,31.75774384,-0.707241833,13,71
21008,Pindar<e9>,PINDARÉ,2,Northeast,1,2016,33,654404,32.10173798,-3.211814404,13,72
21009,Imperatriz,IMPERATRIZ,2,Northeast,1,2016,29,589439,31.81846809,-2.897564411,13,73
21010,M<e9>dio Mearim,MÉDIO MEARIM,2,Northeast,1,2016,6,416384,32.4044075,-3.452527761,13,74
21011,A.Mearim/Graja<fa>,ALTO MEARIM E GRAJAÚ,2,Northeast,1,2016,953,330611,31.661726,-3.349603176,13,75
21012,Pres. Dutra,PRESIDENTE DUTRA,2,Northeast,1,2016,4,195820,32.11525345,-3.134045362,13,76
21013,B.Parna<ed>ba MA,BAIXO PARNAÍBA MARANHENSE,2,Northeast,1,2016,3,143983,32.6994133,-1.479418874,13,77
21014,Chapadinha,CHAPADINHA,2,Northeast,1,2016,223,240987,32.43700409,-2.126293898,13,78
21015,Cod<f3>,CODÓ,2,Northeast,1,2016,3,273399,32.41085815,-2.815422297,13,79
21016,Coelho Neto,COELHO NETO,2,Northeast,1,2016,2,92230,32.96175766,-2.387486458,13,80
21017,Caxias,CAXIAS,2,Northeast,1,2016,6,437336,32.71979523,-2.694318056,13,81
21018,Chap.Itapecuru,CHAPADAS DO ALTO ITAPECURU,2,Northeast,1,2016,5,217425,31.91171074,-2.584587812,13,82
21019,Porto Franco,PORTO FRANCO,2,Northeast,1,2016,38,118414,31.47185898,-3.514731646,13,83
21020,Gerais Balsas,GERAIS DE BALSAS,2,Northeast,1,2016,54,140990,31.37963104,-2.435480356,13,84
21021,Chap.Mangab.,CHAPADAS DAS MANGABEIRAS,2,Northeast,1,2016,14,71007,31.77327919,-2.809755325,13,85
22001,B.Parna<ed>ba PI,BAIXO PARNAÍBA PIAUIENSE,2,Northeast,1,2016,6,338403,33.11054993,-2.052166939,13,86
22002,Litoral PI,LITORAL PIAUIENSE,2,Northeast,1,2016,5,314320,32.73843765,-1.34268856,13,87
22003,Teresina,TERESINA,2,Northeast,1,2016,228,1037603,33.0859108,-2.345014811,13,88
22004,Campo Maior,CAMPO MAIOR,2,Northeast,1,2016,15,224301,32.83921432,-1.771724582,13,89
22005,M.Parna<ed>ba PI,MÉDIO PARNAÍBA PIAUIENSE,2,Northeast,1,2016,3,132980,32.64578629,-2.272903204,13,90
22006,Valen<e7>a PI,VALENÇA DO PIAUÍ,2,Northeast,1,2016,3,105110,32.5458107,-1.744510651,13,91
22007,A.Parna<ed>ba PI,ALTO PARNAÍBA PIAUIENSE,2,Northeast,1,2016,2,45747,31.74360085,-1.818557382,13,92
22008,Bertol<ed>nia,BERTOLÍNIA,2,Northeast,1,2016,0,41528,32.00545502,-0.778023541,13,93
22009,Floriano,FLORIANO,2,Northeast,1,2016,3,122960,32.33436203,-1.457473159,13,94
22010,A.M.Gurgu<e9>ia,ALTO MÉDIO GURGUÉIA,2,Northeast,1,2016,0,91491,31.85807228,-0.177115247,13,95
22011,S.Raim.Nonato,SÃO RAIMUNDO NONATO,2,Northeast,1,2016,17,139668,32.06319427,-2.018250227,13,96
22012,Chap.Ext.Sul PI,CHAPADAS DO EXTREMO SUL PIAUIENSE,2,Northeast,1,2016,4,84775,31.93583298,-1.184434652,13,97
22013,Picos,PICOS,2,Northeast,1,2016,18,204707,32.57645035,-2.362558365,13,98
22014,Pio IX,PIO IX,2,Northeast,1,2016,0,59681,32.29130173,-2.311065197,13,99
22015,A.M.Canind<e9>,ALTO MÉDIO CANINDÉ,2,Northeast,1,2016,8,268906,32.21260834,-2.704773188,13,100
23001,Camocim/Acara<fa>,LITORAL DE CAMOCIM E ACARAÚ,2,Northeast,1,2016,24,382297,32.7015152,-1.039650798,13,101
23002,Ibiapaba,IBIAPABA,2,Northeast,1,2016,20,313467,32.05694199,-1.291213512,13,102
23003,Corea<fa>,COREAÚ,2,Northeast,1,2016,17,58785,32.59305573,-1.068272471,13,103
23004,Meruoca,MERUOCA,2,Northeast,1,2016,4,26205,32.61767578,-1.506792426,13,104
23005,Sobral,SOBRAL,2,Northeast,1,2016,123,407279,32.6660881,-1.625095963,13,105
23006,Ipu,IPU,2,Northeast,1,2016,22,139483,32.51105881,-1.257825136,13,106
23007,Santa Quit<e9>ria,SANTA QUITÉRIA,2,Northeast,1,2016,1,73826,33.02822113,-1.222109318,13,107
23008,Itapipoca,ITAPIPOCA,2,Northeast,1,2016,8,223562,32.44938278,-1.67935884,13,108
23009,Baixo Curu,BAIXO CURU,2,Northeast,1,2016,16,113712,31.96262932,-1.707879186,13,109
23010,Uruburetama,URUBURETAMA,2,Northeast,1,2016,6,108319,32.16711807,-1.972109675,13,110
23011,M<e9>dio Curu,MÉDIO CURU,2,Northeast,1,2016,3,89931,32.1185112,-1.796770811,13,111
23012,Canind<e9>,CANINDÉ,2,Northeast,1,2016,44,131374,32.33890915,-1.284476161,13,112
23013,Baturit<e9>,BATURITÉ,2,Northeast,1,2016,36,195198,32.21478653,-1.583322644,13,113
23014,Chorozinho,CHOROZINHO,2,Northeast,1,2016,5,65290,32.48713684,-1.467530131,13,114
23015,Cascavel CE,CASCAVEL,2,Northeast,1,2016,3,143723,32.75689697,-1.253082991,13,115
23016,Fortaleza,FORTALEZA,2,Northeast,1,2016,573,3593128,31.88887978,-1.515476108,13,116
23017,Pacajus,PACAJUS,2,Northeast,1,2016,13,134550,32.27484894,-1.355996132,13,117
23018,Sert<e3>o Crat<e9>us,SERTÃO DE CRATÉUS,2,Northeast,1,2016,41,246215,32.92526627,-1.524442077,13,118
23019,Quixeramobim,SERTÃO DE QUIXERAMOBIM,2,Northeast,1,2016,12,281994,33.21614456,-1.276832819,13,119
23020,Sert<e3>o Inhamuns,SERTÃO DE INHAMUNS,2,Northeast,1,2016,83,149983,32.91439819,-1.909190059,13,120
